Date,Open,High,Low,Close,Volume,Change
2021-01-19,303500,310500,299500,308000,880238,0.024958402662229595
2021-01-20,313500,313500,302000,308000,885472,0.0
2021-01-21,316500,326000,316000,322500,1941446,0.04707792207792205
2021-01-22,332000,350000,326000,343500,3303950,0.06511627906976747
2021-01-25,349000,353000,340000,349000,1593848,0.01601164483260553
2021-01-26,350500,351000,338000,342000,1247284,-0.02005730659025784
2021-01-27,347000,352000,339500,341500,1149246,-0.0014619883040936088
2021-01-28,336000,366000,335000,355000,2285696,0.039531478770131745
2021-01-29,362000,362000,340500,343000,1607894,-0.033802816901408406
2021-02-01,346500,352500,341500,348000,988630,0.014577259475218707
2021-02-02,358000,373000,353000,362500,1951062,0.04166666666666674
2021-02-03,366500,371000,361000,370500,1197680,0.022068965517241468
2021-02-04,368000,368500,356000,358000,1160116,-0.03373819163292846
2021-02-05,363500,371500,356500,362500,982325,0.012569832402234526
2021-02-08,361500,364500,357000,357500,712484,-0.01379310344827589
2021-02-09,359500,362000,355000,358500,667655,0.002797202797202747
2021-02-10,365000,368500,359000,366500,1147417,0.02231520223152028
2021-02-15,383500,387999,378000,385500,1172475,0.05184174624829474
2021-02-16,391500,405000,390000,394000,1567108,0.02204928664072625
2021-02-17,396500,396500,386000,392000,1161595,-0.005076142131979711
2021-02-18,391500,400000,386500,388000,1020222,-0.010204081632653073
2021-02-19,387000,398500,385500,398000,1047043,0.025773195876288568
2021-02-22,400000,405500,384500,386500,1289395,-0.028894472361809087
2021-02-23,379000,394500,378499,390500,1017577,0.010349288486416475
2021-02-24,389500,391500,374000,374000,1078485,-0.04225352112676062
2021-02-25,380500,384500,374500,383000,757476,0.02406417112299475
2021-02-26,372000,378499,368500,375000,1170208,-0.02088772845953002
2021-03-02,389000,390000,375500,377500,1240322,0.006666666666666599
2021-03-03,379000,399500,377500,399500,1287551,0.05827814569536427
2021-03-04,392000,401000,389000,391500,1585134,-0.020025031289111372
2021-03-05,386000,386500,371000,377500,1594386,-0.03575989782886335
2021-03-08,382000,386000,366500,368500,1031748,-0.02384105960264904
2021-03-09,366500,371500,350000,361500,1313900,-0.018995929443690662
2021-03-10,373000,378000,368000,372000,946917,0.029045643153526868
2021-03-11,372500,377500,366000,373500,1024741,0.0040322580645162365
2021-03-12,396000,396000,378499,380500,969276,0.018741633199464536
2021-03-15,382000,385500,377499,383000,609496,0.006570302233902758
2021-03-16,384500,389500,384000,385500,574082,0.006527415143603221
2021-03-17,388000,391500,380500,383500,1200355,-0.005188067444876765
2021-03-18,388500,410000,386499,403500,1818409,0.052151238591916504
2021-03-19,397000,407500,394999,402000,1258199,-0.0037174721189591198
2021-03-22,402500,405500,393000,396500,911358,-0.013681592039801016
2021-03-23,396999,399000,384000,386000,1167110,-0.02648171500630514
2021-03-24,380000,387000,376000,387000,763754,0.002590673575129543
2021-03-25,381500,384000,378000,380000,672585,-0.018087855297157618
2021-03-26,380000,383000,377000,383000,691786,0.007894736842105177
2021-03-29,383499,384000,372000,372000,878014,-0.02872062663185382
2021-03-30,373500,381000,373500,376500,623997,0.012096774193548487
2021-03-31,379500,383000,377000,377000,568103,0.0013280212483399723
2021-04-01,375499,379000,372000,378500,547402,0.003978779840848823
2021-04-02,381500,382500,378000,379500,476668,0.0026420079260238705
2021-04-05,379500,379999,374500,377000,421508,-0.006587615283267456
2021-04-06,378500,391000,378000,388500,997518,0.0305039787798409
2021-04-07,390500,391000,381500,384500,578490,-0.01029601029601035
2021-04-08,384500,387000,380000,381500,626575,-0.007802340702210642
2021-04-09,382000,385000,381500,383500,469100,0.005242463958060384
2021-04-12,384500,393000,383000,385500,680329,0.0052151238591917615
2021-04-13,384000,389000,381999,388500,586643,0.0077821011673151474
2021-04-14,391500,398000,390000,391500,757969,0.007722007722007707
2021-04-15,391500,398500,386500,391000,889538,-0.0012771392081737387
2021-04-16,394500,395000,391000,391500,423962,0.0012787723785165905
2021-04-19,391500,393500,388500,390000,449064,-0.003831417624521105
2021-04-20,389000,391500,387500,391000,417892,0.002564102564102555
2021-04-21,389000,389000,380500,380500,835828,-0.026854219948849067
2021-04-22,382000,384500,380000,380500,394350,0.0
2021-04-23,377500,379500,374000,378000,505140,-0.006570302233902758
2021-04-26,376500,379000,374500,377500,484369,-0.001322751322751281
2021-04-27,378000,381500,376000,380000,392509,0.0066225165562914245
2021-04-28,381500,382000,373000,373500,485971,-0.017105263157894735
2021-04-29,373500,377500,366000,366500,743106,-0.018741633199464536
2021-04-30,366000,366000,353500,359500,1028215,-0.019099590723055893
2021-05-03,366000,370500,360500,363000,507361,0.009735744089012455
2021-05-04,366000,367000,360500,364500,398383,0.004132231404958775
2021-05-06,360500,364500,359500,361500,632873,-0.008230452674897082
2021-05-07,360500,364000,360000,361000,446152,-0.0013831258644536604
2021-05-10,362500,364000,360000,362000,572111,0.0027700831024930483
2021-05-11,356500,358000,347500,349000,2373361,-0.035911602209944715
2021-05-12,349500,350500,340500,343000,1120816,-0.017191977077363862
2021-05-13,337500,341500,334500,337500,992326,-0.01603498542274051
2021-05-14,338000,344500,337500,342500,460390,0.014814814814814836
2021-05-17,345500,349000,341000,344000,453316,0.004379562043795637
2021-05-18,347000,349500,345000,349500,445015,0.015988372093023173
2021-05-20,351500,355000,348500,351000,561151,0.0042918454935623185
2021-05-21,355000,360000,353500,360000,618431,0.02564102564102555
2021-05-24,356500,358500,353000,355500,361765,-0.012499999999999956
2021-05-25,355500,358000,352500,358000,433413,0.007032348804500765
2021-05-26,359500,366500,359500,363000,543316,0.013966480446927276
2021-05-27,363000,363500,353500,358000,963669,-0.01377410468319562
2021-05-28,361500,361500,355500,358000,439112,0.0
2021-05-31,359500,364000,357000,362500,397118,0.012569832402234526
2021-06-01,362500,368500,362500,367000,404110,0.012413793103448256
2021-06-02,367000,369000,362000,363000,397044,-0.010899182561307952
2021-06-03,362500,365000,361000,362000,292257,-0.0027548209366391463
2021-06-04,360500,360500,355000,357000,433146,-0.013812154696132617
2021-06-07,358500,364000,357000,362500,393697,0.01540616246498594
2021-06-08,361500,365500,361500,362500,370929,0.0
2021-06-09,360500,363500,358500,358500,361808,-0.011034482758620734
2021-06-10,365000,377000,361500,373500,1502316,0.04184100418410042
2021-06-11,378000,378500,367500,372500,658403,-0.0026773761713521083
2021-06-14,377500,388000,375500,387000,1208589,0.03892617449664426
2021-06-15,387000,389000,381500,387000,625594,0.0
2021-06-16,384500,395000,383000,391000,836281,0.010335917312661591
2021-06-17,389500,394500,385000,389500,670522,-0.0038363171355498826
2021-06-18,391500,400500,391000,398000,1268656,0.021822849807445532
2021-06-21,398000,402000,392000,397000,809114,-0.002512562814070307
2021-06-22,400000,400500,391000,391000,702840,-0.015113350125944613
2021-06-23,393000,427000,392500,423500,2721355,0.0831202046035806
2021-06-24,430000,436000,413000,419500,2143286,-0.009445100354191216
2021-06-25,420000,420000,405000,410000,1382051,-0.022646007151370662
2021-06-28,406000,413000,403000,408000,623480,-0.004878048780487809
2021-06-29,409500,411500,406000,411500,572319,0.008578431372548989
2021-06-30,415000,425000,409000,417500,955297,0.014580801944106936
2021-07-01,418000,423500,410500,413000,592869,-0.010778443113772407
2021-07-02,412500,418500,407000,414000,517934,0.002421307506053294
2021-07-05,415500,418000,408500,410000,492899,-0.009661835748792313
2021-07-06,411500,412500,408000,409500,342771,-0.0012195121951219523
2021-07-07,411000,419000,410500,417500,663260,0.019536019536019467
2021-07-08,419000,431500,418500,422000,1142267,0.010778443113772518
2021-07-09,420000,424000,408000,415500,1090218,-0.0154028436018957
2021-07-12,418500,421500,413000,418500,475697,0.0072202166064982976
2021-07-13,421000,442000,419000,441000,1498546,0.053763440860215006
2021-07-14,436000,444500,436000,444000,931990,0.006802721088435382
2021-07-15,446500,452500,439500,449000,950460,0.011261261261261257
2021-07-16,448000,461000,443000,447000,1246425,-0.0044543429844098315
2021-07-19,443000,449500,438500,443000,704307,-0.008948545861297563
2021-07-20,438500,441500,431000,439000,789090,-0.009029345372460473
2021-07-21,443000,446000,428000,428000,885519,-0.02505694760820043
2021-07-22,433000,445000,429000,440000,1035882,0.028037383177569986
2021-07-23,443500,454500,441000,452000,1094026,0.027272727272727337
2021-07-26,460000,465000,447500,452000,855277,0.0
2021-07-27,457500,463000,452000,452000,757638,0.0
2021-07-28,446000,447000,440000,442000,913055,-0.02212389380530977
2021-07-29,444000,445000,438500,439500,556532,-0.005656108597285048
2021-07-30,438000,440500,433000,433500,628812,-0.013651877133105783
2021-08-02,429000,437000,428500,433500,551937,0.0
2021-08-03,439000,439000,422000,428000,830841,-0.012687427912341454
2021-08-04,425000,434500,423000,433000,545873,0.011682242990654235
2021-08-05,442000,451500,438500,442500,744924,0.021939953810623525
2021-08-06,443000,447500,440500,444500,416829,0.004519774011299438
2021-08-09,438000,449000,435000,447500,528032,0.006749156355455588
2021-08-10,446000,453500,442500,446500,461940,-0.0022346368715083775
2021-08-11,445000,449000,442000,445000,446275,-0.0033594624860022737
2021-08-12,448000,448500,438000,440500,671083,-0.010112359550561778
2021-08-13,445000,446000,433000,436500,515855,-0.009080590238365494
2021-08-17,435500,437500,420000,428500,763564,-0.018327605956471982
2021-08-18,429500,433500,421500,429000,496576,0.001166861143523823
2021-08-19,431000,434000,424500,424500,504352,-0.010489510489510523
2021-08-20,425000,432000,421000,422500,587940,-0.004711425206124886
2021-08-23,428000,436000,423500,429500,515679,0.016568047337278013
2021-08-24,435000,439000,431500,437500,546884,0.0186263096623982
2021-08-25,434000,439000,427000,430500,677224,-0.016000000000000014
2021-08-26,427500,430500,420000,423500,645901,-0.016260162601625994
2021-08-27,422000,423500,416500,420000,567004,-0.008264462809917328
2021-08-30,425500,429000,423000,428000,399336,0.01904761904761898
2021-08-31,430000,439500,427000,439000,768823,0.025700934579439227
2021-09-01,442000,448500,436500,445000,655075,0.013667425968109326
2021-09-02,445500,448500,439500,442500,431529,-0.005617977528089901
2021-09-03,442500,452500,441000,452500,646199,0.02259887005649719
2021-09-06,452500,454500,445500,454000,368743,0.0033149171270718814
2021-09-07,450500,453000,444000,444500,356293,-0.020925110132158586
2021-09-08,437500,439000,408000,409500,2470864,-0.07874015748031493
2021-09-09,400500,406000,396000,399000,1972500,-0.02564102564102566
2021-09-10,398000,416500,398000,410000,1326870,0.027568922305764465
2021-09-13,405000,414000,402500,408000,771749,-0.004878048780487809
2021-09-14,403500,406500,393500,402500,1636660,-0.013480392156862697
2021-09-15,403000,409500,400000,400500,730616,-0.004968944099378869
2021-09-16,405000,410000,401000,402000,614987,0.0037453183520599342
2021-09-17,404500,405000,397500,403000,558566,0.0024875621890547706
2021-09-23,400500,401500,397500,400000,615295,-0.007444168734491274
2021-09-24,398500,406000,398000,405500,574341,0.013749999999999929
2021-09-27,406000,407500,401000,403000,455667,-0.006165228113440224
2021-09-28,399500,400000,391000,392500,857556,-0.02605459057071957
2021-09-29,380500,390000,380000,387000,664216,-0.014012738853503182
2021-09-30,383000,390000,381000,388000,611128,0.0025839793281654533
2021-10-01,388500,389500,381500,382000,402239,-0.015463917525773141
2021-10-05,378500,380000,370000,370500,828794,-0.030104712041884807
2021-10-06,373000,383500,371500,373000,826716,0.006747638326585648
2021-10-07,380500,394000,378000,393500,832068,0.05495978552278813
2021-10-08,397500,397500,388000,388500,542514,-0.01270648030495558
2021-10-12,384500,387000,372000,372000,817135,-0.0424710424710425
2021-10-13,372500,383000,372000,382000,612239,0.026881720430107503
2021-10-14,387500,396000,385500,395000,689827,0.03403141361256545
2021-10-15,400000,400000,392000,393500,444506,-0.0037974683544304
2021-10-18,395000,399500,389000,396500,448726,0.007623888182973326
2021-10-19,400000,408000,398500,407500,560257,0.027742749054224358
2021-10-20,411500,417000,407000,407500,591636,0.0
2021-10-21,407500,412000,404000,410500,482389,0.007361963190184007
2021-10-22,411500,411500,402500,407500,395564,-0.0073081607795371095
2021-10-25,408500,413000,401500,402500,461889,-0.012269938650306789
2021-10-26,402500,413500,402500,412500,471083,0.024844720496894457
2021-10-27,415000,419000,411500,414500,497113,0.00484848484848488
2021-10-28,419000,419500,411500,413000,494766,-0.003618817852834688
2021-10-29,413000,414500,405500,407000,472080,-0.014527845036319653
2021-11-01,407000,411500,404000,408500,337049,0.0036855036855036882
2021-11-02,409500,414500,409000,410000,352579,0.003671970624234966
2021-11-03,410000,411000,400000,402500,366530,-0.018292682926829285
2021-11-04,409500,415500,406500,411500,537599,0.022360248447204967
2021-11-05,411500,415000,405000,410500,309468,-0.002430133657351119
2021-11-08,414500,415500,405500,408000,365376,-0.006090133982947665
2021-11-09,409500,419000,408500,417500,542759,0.023284313725490113
2021-11-10,415500,419000,411000,414500,414599,-0.007185628742514938
2021-11-11,411000,413000,405000,407000,566739,-0.018094089264173663
2021-11-12,407500,412500,403500,409000,412100,0.004914004914004844
2021-11-15,409000,412500,408000,411000,331770,0.004889975550122161
2021-11-16,410000,412500,405000,405500,490783,-0.01338199513381999
2021-11-17,406000,406500,399000,401000,540444,-0.011097410604192337
2021-11-18,403500,413000,402000,407000,729079,0.014962593516209433
2021-11-19,407000,410000,404000,404000,415847,-0.0073710073710073765
2021-11-22,403000,411500,400500,410000,555854,0.014851485148514865
2021-11-23,401000,405000,399500,400000,682033,-0.024390243902439046
2021-11-24,399000,401000,392000,395000,554151,-0.012499999999999956
2021-11-25,400000,401000,395500,397000,323058,0.005063291139240533
2021-11-26,394000,395500,388000,389500,473540,-0.018891687657430767
2021-11-29,386500,391500,382500,386500,457264,-0.007702182284980763
2021-11-30,391000,392500,381000,381000,1103481,-0.014230271668822736
2021-12-01,385000,392500,382000,390000,548840,0.023622047244094446
2021-12-02,382500,399000,382000,398500,613006,0.021794871794871717
2021-12-03,397500,402000,394500,402000,501099,0.008782936010037545
2021-12-06,400500,400500,389500,392000,456773,-0.02487562189054726
2021-12-07,390500,392500,388500,391000,384366,-0.0025510204081632404
2021-12-08,395000,399500,394000,395000,534080,0.010230179028132946
2021-12-09,397000,399500,394000,399500,748143,0.0113924050632912
2021-12-10,394000,396500,393500,395000,224452,-0.01126408010012514
2021-12-13,398000,398000,390000,390500,346330,-0.011392405063291089
2021-12-14,388500,392500,387000,392000,322068,0.003841229193341844
2021-12-15,387000,390000,387000,387500,290339,-0.011479591836734748
2021-12-16,389500,395500,384500,387500,543865,0.0
2021-12-17,387000,387500,383500,384500,505284,-0.007741935483870921
2021-12-20,381500,383000,373000,373000,630690,-0.02990897269180759
2021-12-21,370000,379000,370000,375000,480367,0.00536193029490617
2021-12-22,376000,380000,375500,378500,263513,0.009333333333333416
2021-12-23,379500,380500,374500,378000,354342,-0.0013210039630119352
2021-12-24,378000,388000,378000,384000,412695,0.015873015873015817
2021-12-27,384500,384500,380000,380500,226757,-0.00911458333333337
2021-12-28,380000,385500,378000,384500,551228,0.010512483574244502
2021-12-29,389000,389000,382000,382000,352409,-0.006501950585175553
2021-12-30,381000,382000,376000,378500,369314,-0.009162303664921434
2022-01-03,379000,381000,375500,376000,378920,-0.006605019815059454
2022-01-04,376000,376000,365000,365500,803676,-0.027925531914893664
2022-01-05,362000,362000,352000,355000,1151703,-0.028727770177838563
2022-01-06,348500,349500,337500,338500,1280916,-0.04647887323943667
2022-01-07,338000,343500,337000,338000,787839,-0.001477104874446078
2022-01-10,339000,339500,329000,335000,828611,-0.00887573964497046
2022-01-11,336000,344500,334500,335000,805084,0.0
2022-01-12,339500,352500,339500,345500,1047713,0.03134328358208949
2022-01-13,348000,352000,344000,348000,677226,0.00723589001447178
2022-01-14,341000,342500,335500,342000,504907,-0.017241379310344862
2022-01-17,340500,346500,339500,343500,418789,0.004385964912280604
2022-01-18,346500,348000,335500,338000,441573,-0.01601164483260553
2022-01-19,330000,334000,328000,332500,749338,-0.016272189349112454
2022-01-20,331000,336500,326500,335000,695553,0.007518796992481258
2022-01-21,330500,340500,330000,333000,580928,-0.005970149253731294
2022-01-24,333000,334000,327500,328500,494977,-0.013513513513513487
2022-01-25,329500,331500,318000,322000,799996,-0.019786910197869156
2022-01-26,318500,321000,312000,313000,811297,-0.02795031055900621
2022-01-27,307000,315500,303000,303000,949565,-0.03194888178913735
2022-01-28,297000,311000,297000,310000,974351,0.02310231023102305
2022-02-03,325500,326000,320000,320500,884438,0.03387096774193554
2022-02-04,321500,329500,321000,327500,548945,0.021840873634945357
2022-02-07,328500,329000,320500,327000,492656,-0.0015267175572518665
2022-02-08,329000,329500,320000,322000,427530,-0.015290519877675823
2022-02-09,324000,327000,322000,326000,377538,0.012422360248447228
2022-02-10,326500,337500,326500,331500,701866,0.016871165644171793
2022-02-11,326500,330500,323500,327500,450896,-0.012066365007541435
2022-02-14,326000,327000,318000,322000,424845,-0.016793893129770976
2022-02-15,325000,325500,316000,318500,335584,-0.010869565217391353
2022-02-16,322500,325500,320000,324500,447832,0.018838304552590168
2022-02-17,325000,328000,319000,324500,481773,0.0
2022-02-18,319500,320000,315500,318000,549382,-0.02003081664098616
2022-02-21,311000,318500,308000,318000,550016,0.0
2022-02-22,309500,313000,308000,313000,484404,-0.01572327044025157
2022-02-23,316000,316500,308500,309000,443348,-0.012779552715655007
2022-02-24,305000,306000,300000,302500,666538,-0.021035598705501646
2022-02-25,308000,317500,305000,314500,857872,0.03966942148760322
2022-02-28,312000,318500,310500,318000,542469,0.0111287758346581
2022-03-02,319000,319500,312000,317000,546099,-0.0031446540880503138
2022-03-03,319000,327000,318500,325500,580888,0.02681388012618302
2022-03-04,325500,326000,317000,317500,445607,-0.02457757296466978
2022-03-07,309000,309500,305000,307000,535033,-0.03307086614173227
2022-03-08,302000,309500,301500,304500,559921,-0.008143322475570036
2022-03-10,319000,337000,316000,330500,1521280,0.08538587848932666
2022-03-11,330000,332000,323000,329000,737003,-0.004538577912254205
2022-03-14,328500,338000,325000,329000,679812,0.0
2022-03-15,328500,335000,326000,327500,627012,-0.00455927051671734
2022-03-16,333500,334000,324000,330500,584708,0.009160305343511421
2022-03-17,337500,348000,337500,344500,1070200,0.04236006051437213
2022-03-18,345000,346500,341500,344500,722326,0.0
2022-03-21,347500,347500,336000,339000,398441,-0.01596516690856309
2022-03-22,340000,341000,336000,339500,301259,0.001474926253687281
2022-03-23,343000,347500,341500,345500,504911,0.01767304860088359
2022-03-24,339500,342000,335000,340000,528012,-0.01591895803183796
2022-03-25,339500,340000,332500,333000,559026,-0.020588235294117685
2022-03-28,329500,332500,324000,331500,356589,-0.0045045045045044585
2022-03-29,334500,338000,332000,334000,323767,0.007541478129713397
2022-03-30,342000,342000,337000,339000,454373,0.014970059880239583
2022-03-31,341500,342000,338500,340500,427064,0.004424778761061843
2022-04-01,340000,340500,335500,335500,446987,-0.014684287812041119
2022-04-04,335500,339000,332000,338000,283687,0.007451564828613977
2022-04-05,340500,343000,338000,342500,389951,0.013313609467455523
2022-04-06,336500,338000,329000,330000,647201,-0.03649635036496346
2022-04-07,323000,328500,321000,321000,493204,-0.027272727272727226
2022-04-08,322000,324500,311500,316500,626173,-0.014018691588784993
2022-04-11,311000,313000,308000,313000,507362,-0.011058451816745696
2022-04-12,306000,311000,305000,308500,467984,-0.014376996805111841
2022-04-13,306000,311500,304000,310500,519629,0.006482982171799101
2022-04-14,311500,315500,308500,313000,459979,0.008051529790660261
2022-04-15,309000,314000,305500,308500,369642,-0.014376996805111841
2022-04-18,306000,308000,305000,306500,209787,-0.00648298217179899
2022-04-19,308000,314000,307500,312000,371024,0.01794453507340954
2022-04-20,315500,317000,312000,315500,496286,0.011217948717948678
2022-04-21,310500,311000,306000,309500,803990,-0.019017432646592725
2022-04-22,302000,304000,299500,300000,1166406,-0.030694668820678506
2022-04-25,292500,295000,288000,288500,823308,-0.03833333333333333
2022-04-26,288500,291500,285000,287000,804555,-0.005199306759098743
2022-04-27,279500,282000,277000,280500,875090,-0.022648083623693416
2022-04-28,286000,286000,278500,280500,547958,0.0
2022-04-29,282500,287500,281500,286500,540274,0.021390374331550888
2022-05-02,281000,282500,279000,281000,509250,-0.01919720767888311
2022-05-03,280500,284000,280000,282000,419535,0.003558718861210064
2022-05-04,282000,287000,279500,282000,394212,0.0
2022-05-06,272500,275000,268000,272000,787063,-0.03546099290780147
2022-05-09,269500,277000,269000,275000,538607,0.011029411764705843
2022-05-10,269000,277500,269000,276000,732705,0.0036363636363636598
2022-05-11,273500,279000,273000,279000,473201,0.010869565217391353
2022-05-12,273500,276000,270000,270000,611860,-0.032258064516129004
2022-05-13,272000,275000,269500,274500,474153,0.016666666666666607
2022-05-16,278000,279000,273000,273500,385763,-0.0036429872495445936
2022-05-17,273500,276000,272000,275500,430794,0.007312614259597838
2022-05-18,279500,280500,275000,276500,536493,0.003629764065335772
2022-05-19,268500,273000,266500,271500,625683,-0.018083182640144635
2022-05-20,270000,277000,269000,275000,468832,0.012891344383057168
2022-05-23,275000,278000,273500,277500,317519,0.009090909090909038
2022-05-24,275000,275500,266000,266000,574617,-0.04144144144144146
2022-05-25,266500,268500,262500,266000,533307,0.0
2022-05-26,269500,272500,266000,266000,541194,0.0
2022-05-27,271000,272000,268500,270000,481191,0.015037593984962516
2022-05-30,274000,282500,273500,281000,751170,0.040740740740740744
2022-05-31,281500,289500,277500,288000,1511249,0.02491103202846978
